"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley","CEREALS UNMILLED_Barley White","CEREALS UNMILLED_Barley Mixed","CEREALS UNMILLED_Barley Black","CEREALS UNMILLED_Barley for Beer","CEREALS UNMILLED_Hulled Barley","P R I C E   I N    B I R R_Malt-Barley"
"359","OROMIYA","Dembi- dolo ","January","2017","34.79748694","8.530219501",NA,NA,NA,NA,NA,"50.00","45.00",NA,"14.00","12.00","-","-","-","-"
"360","OROMIYA","Shambu","January","2017","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"7.29","6.18","6.07","-","-","-"
"361","OROMIYA","Nekemte","January","2017","36.54851971","9.09042469",NA,NA,NA,NA,NA,"32.00","30.00",NA,"9.00","7.00","9.00","-","-","14.96"
"362","OROMIYA","Bedele","January","2017","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"14.33","10.00","10.63","-","-","17.86"
"363","OROMIYA","Metu","January","2017","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"12.00","10.00","10.00","-","-","-"
"364","OROMIYA","Jimma","January","2017","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"12.00","-","12.00","-","-","-"
"365","OROMIYA","Agaro","January","2017","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"11.76","-","11.76","-","-","13.75"
"366","OROMIYA","Ambo","January","2017","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"7.79","9.04","9.04","-","-","-"
"367","OROMIYA","Weliso","January","2017","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"9.38","8.54","8.89","-","12.90","16.22"
"368","OROMIYA","Ejere","January","2017","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"8.28","-","-","-","-","-"
"369","OROMIYA","Fiche","January","2017","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"8.55","-","-","-","15.14","12.50"
"370","OROMIYA","Ghimbi","July","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,"40.00","21.31",NA,"11.16","10.00","9.65","-","-","-"
"371","OROMIYA","Dembi- dolo ","July","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,"-","40.00",NA,"12.00","10.00","-","-","-","-"
"372","OROMIYA","Shambu","July","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"7.05","5.93","5.85","-","-","-"
"373","OROMIYA","Nekemte","July","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,"40.00","36.65",NA,"10.00","8.00","9.32","-","-","12.07"
"374","OROMIYA","Bedele","July","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"15.33","12.00","10.00","-","-","14.16"
"375","OROMIYA","Metu","July","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"12.00","10.32","10.00","-","-","-"
"376","OROMIYA","Jimma","July","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","12.00","-","-","-"
"377","OROMIYA","Agaro","July","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"11.76","-","10.00","-","-","12.70"
"378","OROMIYA","Ambo","July","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"7.79","7.79","9.24","-","13.95","-"
"379","OROMIYA","Weliso","July","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"8.33","7.79","8.22","-","10.86","16.91"
"380","OROMIYA","Ejere","July","2016","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"10.95","-","9.42","-","12.04","-"
"381","OROMIYA","Fiche","July","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"9.42","7.26","9.38","-","16.98","16.28"
"382","OROMIYA","Ghimbi","June","2017","35.83291974","9.163103789","12.49","12.00","10.00","-","-","40.00","26.98","-",NA,NA,NA,NA,NA,NA
"383","OROMIYA","Dembi- dolo ","June","2017","34.79748694","8.530219501","14.00","12.00","-","-","-","40.00","30.00","-",NA,NA,NA,NA,NA,NA
"384","OROMIYA","Shambu","June","2017","37.09431432","9.569809208","7.00","6.00","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"385","OROMIYA","Nekemte","June","2017","36.54851971","9.09042469","12.00","10.00","12.00","-","-","40.00","36.00","15.06",NA,NA,NA,NA,NA,NA
"386","OROMIYA","Bedele","June","2017","36.36017384","8.454821965","15.00","13.00","10.95","-","-","-","-","17.86",NA,NA,NA,NA,NA,NA
"387","OROMIYA","Metu","June","2017","35.58726864","8.300606827","13.00","10.00","12.49","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"388","OROMIYA","Jimma","June","2017","36.84385226","7.672338798","13.00","-","13.00","-","-","-","-","19.07",NA,NA,NA,NA,NA,NA
"389","OROMIYA","Agaro","June","2017","36.58627683","7.848002731","13.00","-","11.18","-","-","-","-","14.04",NA,NA,NA,NA,NA,NA
"390","OROMIYA","Ambo","June","2017","37.8446066","8.976806527","10.47","10.47","10.47","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"391","OROMIYA","Weliso","June","2017","37.97073066","8.534178897","11.40","-","11.64","-","19.69","-","-","19.52",NA,NA,NA,NA,NA,NA
"392","OROMIYA","Ejere","June","2017","39.262249","8.78288","10.81","-","-","-","16.24","-","-","-",NA,NA,NA,NA,NA,NA
"393","OROMIYA","Fiche","June","2017","38.73344116","9.791083661","9.82","8.85","9.42","-","16.06","-","-","12.55",NA,NA,NA,NA,NA,NA
"394","OROMIYA","Ghimbi","March","2017","35.83291974","9.163103789",NA,NA,NA,NA,NA,"40.00","24.00",NA,"10.75","10.00","10.00","-","-","-"
"395","OROMIYA","Dembi- dolo ","March","2017","34.79748694","8.530219501",NA,NA,NA,NA,NA,"50.00","35.00",NA,"13.66","11.66","-","-","-","-"
"396","OROMIYA","Shambu","March","2017","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"7.23","7.17","7.11","-","-","-"
"397","OROMIYA","Nekemte","March","2017","36.54851971","9.09042469",NA,NA,NA,NA,NA,"35.33","34.00",NA,"10.00","10.00","10.00","-","-","14.05"
"398","OROMIYA","Bedele","March","2017","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"15.00","10.63","10.00","-","-","17.97"
"399","OROMIYA","Metu","March","2017","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"12.00","10.32","10.00","-","-","-"
"400","OROMIYA","Jimma","March","2017","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","12.00","-","-","-"
"401","OROMIYA","Agaro","March","2017","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"10.59","-","10.59","-","-","13.25"
"402","OROMIYA","Ambo","March","2017","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"9.71","9.59","9.71","-","12.50","-"
"403","OROMIYA","Weliso","March","2017","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"9.50","8.77","8.11","-","13.04","19.06"
"404","OROMIYA","Ejere","March","2017","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"8.77","-","-","-","12.65","-"
"405","OROMIYA","Fiche","March","2017","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"9.58","7.74","8.54","-","14.14","12.36"
"406","OROMIYA","Ghimbi","May","2017","35.83291974","9.163103789","12.49","12.00","10.00","-","-","40.00","26.98","-",NA,NA,NA,NA,NA,NA
"407","OROMIYA","Dembi- dolo ","May","2017","34.79748694","8.530219501","14.00","12.00","-","-","-","40.00","30.00","-",NA,NA,NA,NA,NA,NA
"408","OROMIYA","Shambu","May","2017","37.09431432","9.569809208","7.00","6.00","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"409","OROMIYA","Nekemte","May","2017","36.54851971","9.09042469","12.00","10.00","12.00","-","-","40.00","36.00","15.06",NA,NA,NA,NA,NA,NA
"410","OROMIYA","Bedele","May","2017","36.36017384","8.454821965","15.00","13.00","10.95","-","-","-","-","17.86",NA,NA,NA,NA,NA,NA
"411","OROMIYA","Metu","May","2017","35.58726864","8.300606827","13.00","10.00","12.49","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"412","OROMIYA","Jimma","May","2017","36.84385226","7.672338798","13.00","-","13.00","-","-","-","-","19.07",NA,NA,NA,NA,NA,NA
"413","OROMIYA","Agaro","May","2017","36.58627683","7.848002731","13.00","-","11.18","-","-","-","-","14.04",NA,NA,NA,NA,NA,NA
"414","OROMIYA","Ambo","May","2017","37.8446066","8.976806527","10.47","10.47","10.47","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"415","OROMIYA","Weliso","May","2017","37.97073066","8.534178897","11.40","-","11.64","-","19.69","-","-","19.52",NA,NA,NA,NA,NA,NA
"416","OROMIYA","Ejere","May","2017","39.262249","8.78288","10.81","-","-","-","16.24","-","-","-",NA,NA,NA,NA,NA,NA
"417","OROMIYA","Fiche","May","2017","38.73344116","9.791083661","9.82","8.85","9.42","-","16.06","-","-","12.55",NA,NA,NA,NA,NA,NA
"418","OROMIYA","Ghimbi","November","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,"-","22.00",NA,"10.66","10.00","10.00","-","-","-"
"419","OROMIYA","Dembi- dolo ","November","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,"50.00","35.00",NA,"13.33","11.66","-","-","-","-"
"420","OROMIYA","Shambu","November","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"6.96","6.95","6.91","-","-","-"
"421","OROMIYA","Nekemte","November","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,"32.00","28.00",NA,"10.00","7.65","9.65","-","-","-"
"422","OROMIYA","Bedele","November","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"14.66","12.00","9.00","-","-","16.99"
"423","OROMIYA","Metu","November","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"12.66","11.32","11.00","-","-","-"
"424","OROMIYA","Jimma","November","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"12.00","-","10.00","-","-","-"
"425","OROMIYA","Agaro","November","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"10.59","-","10.59","-","-","13.42"
"426","OROMIYA","Ambo","November","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"7.90","8.11","7.79","-","10.11","-"
"427","OROMIYA","Weliso","November","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"8.89","7.79","8.11","-","13.48","18.19"
"428","OROMIYA","Ejere","November","2016","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"10.51","-","-","-","-","-"
"429","OROMIYA","Fiche","November","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"8.91","7.99","9.41","-","14.24","12.81"
"430","OROMIYA","Ghimbi","October","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,"40.00","22.00",NA,"11.00","9.32","10.00","-","-","-"
"431","OROMIYA","Dembi- dolo ","October","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,"50.00","40.66",NA,"14.00","11.32","-","-","-","-"
"432","OROMIYA","Shambu","October","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"6.35","6.36","-","-","-","-"
"433","OROMIYA","Nekemte","October","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,"40.00","36.00",NA,"11.00","8.00","10.00","-","-","14.68"
"434","OROMIYA","Bedele","October","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"13.30","12.50","10.00","-","-","13.89"
"435","OROMIYA","Metu","October","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"12.00","10.00","11.00","-","-","-"
"436","OROMIYA","Jimma","October","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","12.00","-","-","-"
"437","OROMIYA","Agaro","October","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"11.36","-","10.59","-","-","12.70"
"438","OROMIYA","Ambo","October","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"8.81","7.79","7.79","-","12.42","-"
"439","OROMIYA","Weliso","October","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"9.04","8.22","8.33","-","17.87","21.07"
"440","OROMIYA","Ejere","October","2016","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"9.13","-","-","-","11.11","-"
"441","OROMIYA","Fiche","October","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"8.64","7.68","8.23","-","15.61","12.89"
"442","OROMIYA","Ghimbi","September","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,"40.00","22.00",NA,"11.16","10.00","10.00","-","-","-"
"443","OROMIYA","Dembi- dolo ","September","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,"44.40","38.26",NA,"16.00","13.00","-","-","-","-"
"444","OROMIYA","Shambu","September","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,"-","-",NA,"6.96","6.94","6.90","-","-","-"
"445","OROMIYA","Nekemte","September","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,"40.00","36.65",NA,"11.00","8.00","10.00","-","-","14.68"
"446","OROMIYA","Bedele","September","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,"-","-",NA,"14.00","12.00","10.00","-","-","11.22"
"447","OROMIYA","Metu","September","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,"-","-",NA,"11.29","10.00","10.00","-","-","-"
"448","OROMIYA","Jimma","September","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","12.00","-","-","-"
"449","OROMIYA","Agaro","September","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,"-","-",NA,"12.00","-","11.00","-","-","13.31"
"450","OROMIYA","Ambo","September","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,"-","-",NA,"7.79","7.90","3.80","-","13.64","-"
"451","OROMIYA","Weliso","September","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,"-","-",NA,"7.06","7.70","8.11","-","12.77","18.19"
"452","OROMIYA","Ejere","September","2016","39.262249","8.78288",NA,NA,NA,NA,NA,"-","-",NA,"10.41","-","9.44","-","-","-"
"453","OROMIYA","Fiche","September","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,"-","-",NA,"9.21","8.75","8.59","-","17.00","13.64"
"454","OROMIYA","Adama","April","2017","39.26941988","8.535362997","12.00","11.00","11.00","12.00","15.00","20.00","-","14.49",NA,NA,NA,NA,NA,NA
"455","OROMIYA","Shashe- mene ","April","2017","38.608142","7.205388","9.00","10.00","10.00","12.00","-","-","-","15.00",NA,NA,NA,NA,NA,NA
"456","OROMIYA","Diksise","April","2017","39.55824","8.059179","8.70","7.17","7.17","9.28","-","-","-","-",NA,NA,NA,NA,NA,NA
"457","OROMIYA","Asella","April","2017","39.12972322","7.949589951","9.75","8.49","8.49","8.15","-","-","-","16.45",NA,NA,NA,NA,NA,NA
"458","OROMIYA","Asebe- Teferi ","April","2017","40.86319806","9.072493603","14.00","10.00","10.49","14.00","-","-","-","38.92",NA,NA,NA,NA,NA,NA
"459","OROMIYA","Bedessa","April","2017","40.77378712","8.902011546","13.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"460","OROMIYA","Haromaya","April","2017","42.01641123","9.379383214","14.00","-","-","45.83","-","-","-","-",NA,NA,NA,NA,NA,NA
"461","OROMIYA","Boreda","April","2017","41.278686","9.331067","12.74","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"462","OROMIYA","Adaba","April","2017","39.3890878","7.004454253","8.02","6.40","6.60","7.90","-","-","-","-",NA,NA,NA,NA,NA,NA
"463","OROMIYA","Robe","April","2017","39.631104","7.860619","8.26","6.11","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"464","OROMIYA","Hagere- Mariam ","April","2017","38.23373735","5.63380625","10.09","-","-","12.49","-","-","-","12.01",NA,NA,NA,NA,NA,NA
"465","OROMIYA","Negele- Borena ","April","2017","39.577385","5.33699","12.61","12.73","12.73","12.84","-","30.00","20.00","-",NA,NA,NA,NA,NA,NA
"466","OROMIYA","Nazareth","August","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,"23.99","-",NA,"12.00","10.00","10.00","12.00","14.66","27.54"
"467","OROMIYA","Shashe-","August","2016","38.608142","7.205388",NA,NA,NA,NA,NA,"-","-",NA,"10.32","10.00","10.66","12.00","-","23.47"
"468","OROMIYA","Diksise","August","2016","39.55824","8.059179",NA,NA,NA,NA,NA,"-","-",NA,"7.79","6.67","6.64","8.70","-","-"
"469","OROMIYA","Asella","August","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,"-","-",NA,"11.00","7.32","7.32","9.16","-","16.72"
"470","OROMIYA","Asebe- Teferi ","August","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","-","-","-","33.41"
"471","OROMIYA","Bedessa","August","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,"-","-",NA,"12.66","-","-","-","-","-"
"472","OROMIYA","Alemaya","August","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,"-","-",NA,"13.66","-","-","-","-","-"
"473","OROMIYA","Boreda","August","2016","41.278686","9.331067",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","-","-","-","-"
"474","OROMIYA","Adaba","August","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,"-","-",NA,"8.20","6.58","6.68","-","-","-"
"475","OROMIYA","Robe","August","2016","39.631104","7.860619",NA,NA,NA,NA,NA,"-","-",NA,"8.41","5.23","-","-","-","-"
"476","OROMIYA","Hagere- Mariam ","August","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,"-","-",NA,"10.00","-","-","12.32","-","9.69"
"477","OROMIYA","Negele- Borena ","August","2016","39.577385","5.33699",NA,NA,NA,NA,NA,"30.00","20.00",NA,"8.88","9.15","9.15","-","-","-"
"478","OROMIYA","Nazareth","December","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,"20.00","-",NA,"11.66","9.32","9.32","11.00","11.66","14.02"
"479","OROMIYA","Shashe-","December","2016","38.608142","7.205388",NA,NA,NA,NA,NA,"-","-",NA,"8.00","7.00","9.65","12.00","-","22.78"
"480","OROMIYA","Diksise","December","2016","39.55824","8.059179",NA,NA,NA,NA,NA,"-","-",NA,"7.75","6.70","6.16","9.28","-","-"
"481","OROMIYA","Asella","December","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,"-","-",NA,"10.66","8.00","8.00","9.83","-","17.31"
"482","OROMIYA","Asebe- Teferi ","December","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,"-","-",NA,"11.97","10.00","10.32","11.97","-","37.66"
"483","OROMIYA","Bedessa","December","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","-","-","-","-"
"484","OROMIYA","Alemaya","December","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,"-","-",NA,"14.00","-","-","-","-","-"
"485","OROMIYA","Boreda","December","2016","41.278686","9.331067",NA,NA,NA,NA,NA,"-","-",NA,"12.66","-","-","-","-","-"
"486","OROMIYA","Adaba","December","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,"-","-",NA,"8.07","6.41","6.51","8.81","-","-"
"487","OROMIYA","Robe","December","2016","39.631104","7.860619",NA,NA,NA,NA,NA,"-","-",NA,"8.37","6.05","-","-","-","-"
"488","OROMIYA","Hagere- Mariam ","December","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,"-","-",NA,"10.32","-","9.00","13.66","-","8.83"
"489","OROMIYA","Negele- Borena ","December","2016","39.577385","5.33699",NA,NA,NA,NA,NA,"30.00","20.00",NA,"10.53","10.78","10.53","-","-","-"
"490","OROMIYA","Nazareth","February","2017","39.26941988","8.535362997",NA,NA,NA,NA,NA,"20.00","-",NA,"10.00","8.65","8.65","10.66","11.32","15.00"
"491","OROMIYA","Shashe-","February","2017","38.608142","7.205388",NA,NA,NA,NA,NA,"-","-",NA,"7.65","7.65","8.00","11.00","-","22.24"
"492","OROMIYA","Diksise","February","2017","39.55824","8.059179",NA,NA,NA,NA,NA,"-","-",NA,"6.64","5.14","5.12","7.71","-","-"
"493","OROMIYA","Asella","February","2017","39.12972322","7.949589951",NA,NA,NA,NA,NA,"-","-",NA,"8.83","7.50","7.50","9.83","-","16.68"
"494","OROMIYA","Asebe- Teferi ","February","2017","40.86319806","9.072493603",NA,NA,NA,NA,NA,"-","-",NA,"12.32","10.00","10.00","12.32","-","-"
"495","OROMIYA","Bedessa","February","2017","40.77378712","8.902011546",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","-","-","-","-"
"496","OROMIYA","Alemaya","February","2017","42.01641123","9.379383214",NA,NA,NA,NA,NA,"-","-",NA,"14.00","-","-","-","-","-"
"497","OROMIYA","Boreda","February","2017","41.278686","9.331067",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","-","-","-","-"
"498","OROMIYA","Adaba","February","2017","39.3890878","7.004454253",NA,NA,NA,NA,NA,"-","-",NA,"8.20","6.41","6.76","-","-","-"
"499","OROMIYA","Robe","February","2017","39.631104","7.860619",NA,NA,NA,NA,NA,"-","-",NA,"9.43","6.05","-","-","-","-"
"500","OROMIYA","Hagere- Mariam ","February","2017","38.23373735","5.63380625",NA,NA,NA,NA,NA,"-","-",NA,"10.00","-","-","14.66","-","12.11"
"501","OROMIYA","Negele- Borena ","February","2017","39.577385","5.33699",NA,NA,NA,NA,NA,"30.00","20.00",NA,"10.84","10.59","10.65","-","-","-"
"502","OROMIYA","Nazareth","January","2017","39.26941988","8.535362997",NA,NA,NA,NA,NA,"20.00","-",NA,"12.00","10.00","10.00","11.00","12.00","14.02"
"503","OROMIYA","Shashe-","January","2017","38.608142","7.205388",NA,NA,NA,NA,NA,"-","-",NA,"8.32","7.65","9.65","11.66","-","23.47"
"504","OROMIYA","Diksise","January","2017","39.55824","8.059179",NA,NA,NA,NA,NA,"-","-",NA,"7.68","4.64","-","10.72","-","-"
"505","OROMIYA","Asella","January","2017","39.12972322","7.949589951",NA,NA,NA,NA,NA,"-","-",NA,"10.00","8.00","8.00","9.83","-","16.68"
"506","OROMIYA","Asebe- Teferi ","January","2017","40.86319806","9.072493603",NA,NA,NA,NA,NA,"-","-",NA,"12.66","10.00","10.63","12.66","-","38.54"
"507","OROMIYA","Bedessa","January","2017","40.77378712","8.902011546",NA,NA,NA,NA,NA,"-","-",NA,"13.00","-","-","-","-","-"
"508","OROMIYA","Alemaya","January","2017","42.01641123","9.379383214",NA,NA,NA,NA,NA,"-","-",NA,"13.66","-","-","-","-","-"
"509","OROMIYA","Boreda","January","2017","41.278686","9.331067",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","-","-","-","-"
"510","OROMIYA","Adaba","January","2017","39.3890878","7.004454253",NA,NA,NA,NA,NA,"-","-",NA,"7.13","5.81","5.86","-","-","-"
"511","OROMIYA","Robe","January","2017","39.631104","7.860619",NA,NA,NA,NA,NA,"-","-",NA,"8.12","5.13","-","-","-","-"
"512","OROMIYA","Hagere- Mariam ","January","2017","38.23373735","5.63380625",NA,NA,NA,NA,NA,"-","-",NA,"10.00","-","-","12.66","-","12.17"
"513","OROMIYA","Negele- Borena ","January","2017","39.577385","5.33699",NA,NA,NA,NA,NA,"30.00","20.00",NA,"10.53","10.78","10.59","-","-","-"
"514","OROMIYA","Nazareth","July","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,"20.00","-",NA,"10.66","9.65","9.65","11.00","12.00","30.31"
"515","OROMIYA","Shashe-","July","2016","38.608142","7.205388",NA,NA,NA,NA,NA,"-","-",NA,"10.00","9.65","10.00","12.00","-","27.09"
"516","OROMIYA","Diksise","July","2016","39.55824","8.059179",NA,NA,NA,NA,NA,"-","-",NA,"-","6.13","6.16","8.37","-","-"
"517","OROMIYA","Asella","July","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,"-","-",NA,"10.00","8.00","8.00","10.00","-","16.68"
"518","OROMIYA","Asebe- Teferi ","July","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","10.32","12.00","-","31.60"
"519","OROMIYA","Bedessa","July","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,"-","-",NA,"12.32","-","-","-","-","-"
"520","OROMIYA","Alemaya","July","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,"-","-",NA,"13.66","-","-","-","-","-"
"521","OROMIYA","Boreda","July","2016","41.278686","9.331067",NA,NA,NA,NA,NA,"-","-",NA,"12.66","-","-","-","-","-"
"522","OROMIYA","Adaba","July","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,"-","-",NA,"8.22","6.54","6.62","-","-","-"
"523","OROMIYA","Robe","July","2016","39.631104","7.860619",NA,NA,NA,NA,NA,"-","-",NA,"8.38","6.06","-","-","-","-"
"524","OROMIYA","Hagere- Mariam ","July","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,"-","-",NA,"9.00","-","-","12.66","-","-"
"525","OROMIYA","Negele- Borena ","July","2016","39.577385","5.33699",NA,NA,NA,NA,NA,"30.00","20.00",NA,"9.59","9.82","9.94","-","-","-"
"526","OROMIYA","Adama","June","2017","39.26941988","8.535362997","12.23","11.00","10.95","12.00","10.49","24.49","-","15.00",NA,NA,NA,NA,NA,NA
"527","OROMIYA","Shashe- mene ","June","2017","38.608142","7.205388","10.00","10.00","11.00","12.49","-","-","-","15.00",NA,NA,NA,NA,NA,NA
"528","OROMIYA","Diksise","June","2017","39.55824","8.059179","7.68","7.25","7.25","9.34","-","-","-","-",NA,NA,NA,NA,NA,NA
"529","OROMIYA","Asella","June","2017","39.12972322","7.949589951","10.49","9.75","9.75","10.75","-","-","-","18.67",NA,NA,NA,NA,NA,NA
"530","OROMIYA","Asebe- Teferi ","June","2017","40.86319806","9.072493603","13.49","10.49","10.00","13.49","-","-","-","31.13",NA,NA,NA,NA,NA,NA
"531","OROMIYA","Bedessa","June","2017","40.77378712","8.902011546","13.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"532","OROMIYA","Haromaya","June","2017","42.01641123","9.379383214","14.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"533","OROMIYA","Boreda","June","2017","41.278686","9.331067","13.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"534","OROMIYA","Adaba","June","2017","39.3890878","7.004454253","9.44","7.17","7.29","9.56","-","-","-","-",NA,NA,NA,NA,NA,NA
"535","OROMIYA","Robe","June","2017","39.631104","7.860619","9.44","7.34","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"536","OROMIYA","Hagere- Mariam ","June","2017","38.23373735","5.63380625","10.49","-","9.00","13.49","-","-","-","15.00",NA,NA,NA,NA,NA,NA
"537","OROMIYA","Negele- Borena ","June","2017","39.577385","5.33699","14.00","14.00","14.00","10.95","-","30.00","25.00","-",NA,NA,NA,NA,NA,NA
