"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"359","OROMIYA","Dembi- dolo ","January","2017","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","3.39","-"
"360","OROMIYA","Shambu","January","2017","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.73","5.56","5.50","3.81","-"
"361","OROMIYA","Nekemte","January","2017","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"10.00","8.00","8.00","5.12","-"
"362","OROMIYA","Bedele","January","2017","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","10.00","10.00","3.50","-"
"363","OROMIYA","Metu","January","2017","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.56","-"
"364","OROMIYA","Jimma","January","2017","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.92","-"
"365","OROMIYA","Agaro","January","2017","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","11.96"
"366","OROMIYA","Ambo","January","2017","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.81","-","9.11","3.76","14.59"
"367","OROMIYA","Weliso","January","2017","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.98","-","-","4.38","16.68"
"368","OROMIYA","Ejere","January","2017","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.65","-","12.30","5.83","15.26"
"369","OROMIYA","Fiche","January","2017","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.81","-","10.30","4.20","14.73"
"370","OROMIYA","Ghimbi","July","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","-","7.05","-"
"371","OROMIYA","Dembi- dolo ","July","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","3.39","-"
"372","OROMIYA","Shambu","July","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.36","6.42","6.40","5.56","-"
"373","OROMIYA","Nekemte","July","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","9.15","8.82","4.86","-"
"374","OROMIYA","Bedele","July","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","12.66","11.00","3.50","-"
"375","OROMIYA","Metu","July","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.62","-"
"376","OROMIYA","Jimma","July","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.86","-"
"377","OROMIYA","Agaro","July","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","10.32"
"378","OROMIYA","Ambo","July","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.72","-","8.81","4.05","16.99"
"379","OROMIYA","Weliso","July","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.89","-","11.87","4.38","16.44"
"380","OROMIYA","Ejere","July","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.28","-","12.12","4.67","25.54"
"381","OROMIYA","Fiche","July","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.50","-","11.26","4.55","18.88"
"382","OROMIYA","Ghimbi","June","2017","35.83291974","9.163103789","4.90","12.00","11.00","-","-","30.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"383","OROMIYA","Dembi- dolo ","June","2017","34.79748694","8.530219501","3.91","12.00","10.00","-","-","17.00","-","-","60.00","-","-",NA,NA,NA,NA,NA
"384","OROMIYA","Shambu","June","2017","37.09431432","9.569809208","6.03","7.25","7.25","-","-","23.78","-","-","60.00","-","-",NA,NA,NA,NA,NA
"385","OROMIYA","Nekemte","June","2017","36.54851971","9.09042469","4.88","12.00","8.56","8.58","-","35.23","-","-","48.00","-","44.72",NA,NA,NA,NA,NA
"386","OROMIYA","Bedele","June","2017","36.36017384","8.454821965","3.50","15.00","13.00","10.00","35.00","36.00","-","-","-","-","-",NA,NA,NA,NA,NA
"387","OROMIYA","Metu","June","2017","35.58726864","8.300606827","3.59","12.00","-","10.00","28.00","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"388","OROMIYA","Jimma","June","2017","36.84385226","7.672338798","3.72","12.00","-","-","-","32.00","-","-","-","18.18","27.39",NA,NA,NA,NA,NA
"389","OROMIYA","Agaro","June","2017","36.58627683","7.848002731","4.38","11.18","-","-","-","28.00","-","-","-","12.03","-",NA,NA,NA,NA,NA
"390","OROMIYA","Ambo","June","2017","37.8446066","8.976806527","4.13","9.05","-","13.33","-","32.40","-","-","28.98","15.93","-",NA,NA,NA,NA,NA
"391","OROMIYA","Weliso","June","2017","37.97073066","8.534178897","4.38","9.20","-","-","-","28.00","-","-","24.00","17.03","-",NA,NA,NA,NA,NA
"392","OROMIYA","Ejere","June","2017","39.262249","8.78288","6.78","9.56","-","-","-","-","-","-","-","19.32","-",NA,NA,NA,NA,NA
"393","OROMIYA","Fiche","June","2017","38.73344116","9.791083661","4.20","9.73","-","12.09","17.88","-","14.99","-","-","14.94","-",NA,NA,NA,NA,NA
"394","OROMIYA","Ghimbi","March","2017","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.58","10.00","-","6.86","-"
"395","OROMIYA","Dembi- dolo ","March","2017","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","9.00","-","3.44","-"
"396","OROMIYA","Shambu","March","2017","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.61","6.57","6.55","5.80","-"
"397","OROMIYA","Nekemte","March","2017","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"10.00","8.65","8.00","4.90","-"
"398","OROMIYA","Bedele","March","2017","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","11.29","9.65","3.50","-"
"399","OROMIYA","Metu","March","2017","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.62","-"
"400","OROMIYA","Jimma","March","2017","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","2.85","-"
"401","OROMIYA","Agaro","March","2017","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","11.46"
"402","OROMIYA","Ambo","March","2017","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","12.28","4.05","14.33"
"403","OROMIYA","Weliso","March","2017","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.43","-","13.79","4.38","17.40"
"404","OROMIYA","Ejere","March","2017","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.12","-","13.16","-","18.06"
"405","OROMIYA","Fiche","March","2017","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.12","-","10.20","4.55","15.08"
"406","OROMIYA","Ghimbi","May","2017","35.83291974","9.163103789","4.90","12.00","11.00","-","-","30.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"407","OROMIYA","Dembi- dolo ","May","2017","34.79748694","8.530219501","3.91","12.00","10.00","-","-","17.00","-","-","60.00","-","-",NA,NA,NA,NA,NA
"408","OROMIYA","Shambu","May","2017","37.09431432","9.569809208","6.03","7.25","7.25","-","-","23.78","-","-","60.00","-","-",NA,NA,NA,NA,NA
"409","OROMIYA","Nekemte","May","2017","36.54851971","9.09042469","4.88","12.00","8.56","8.58","-","35.23","-","-","48.00","-","44.72",NA,NA,NA,NA,NA
"410","OROMIYA","Bedele","May","2017","36.36017384","8.454821965","3.50","15.00","13.00","10.00","35.00","36.00","-","-","-","-","-",NA,NA,NA,NA,NA
"411","OROMIYA","Metu","May","2017","35.58726864","8.300606827","3.59","12.00","-","10.00","28.00","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"412","OROMIYA","Jimma","May","2017","36.84385226","7.672338798","3.72","12.00","-","-","-","32.00","-","-","-","18.18","27.39",NA,NA,NA,NA,NA
"413","OROMIYA","Agaro","May","2017","36.58627683","7.848002731","4.38","11.18","-","-","-","28.00","-","-","-","12.03","-",NA,NA,NA,NA,NA
"414","OROMIYA","Ambo","May","2017","37.8446066","8.976806527","4.13","9.05","-","13.33","-","32.40","-","-","28.98","15.93","-",NA,NA,NA,NA,NA
"415","OROMIYA","Weliso","May","2017","37.97073066","8.534178897","4.38","9.20","-","-","-","28.00","-","-","24.00","17.03","-",NA,NA,NA,NA,NA
"416","OROMIYA","Ejere","May","2017","39.262249","8.78288","6.78","9.56","-","-","-","-","-","-","-","19.32","-",NA,NA,NA,NA,NA
"417","OROMIYA","Fiche","May","2017","38.73344116","9.791083661","4.20","9.73","-","12.09","17.88","-","14.99","-","-","14.94","-",NA,NA,NA,NA,NA
"418","OROMIYA","Ghimbi","November","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","7.12","-"
"419","OROMIYA","Dembi- dolo ","November","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","9.32","-","3.73","-"
"420","OROMIYA","Shambu","November","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"6.42","-","5.80","5.55","-"
"421","OROMIYA","Nekemte","November","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.00","8.00","4.94","-"
"422","OROMIYA","Bedele","November","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","12.00","-","3.50","-"
"423","OROMIYA","Metu","November","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.62","-"
"424","OROMIYA","Jimma","November","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.92","-"
"425","OROMIYA","Agaro","November","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","11.46"
"426","OROMIYA","Ambo","November","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.24","-","8.29","3.76","11.42"
"427","OROMIYA","Weliso","November","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.24","-","11.29","4.38","17.15"
"428","OROMIYA","Ejere","November","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.26","9.13","-","5.83","15.01"
"429","OROMIYA","Fiche","November","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.14","-","10.84","5.25","15.54"
"430","OROMIYA","Ghimbi","October","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","7.05","-"
"431","OROMIYA","Dembi- dolo ","October","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","4.07","-"
"432","OROMIYA","Shambu","October","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"5.31","5.32","5.31","5.63","-"
"433","OROMIYA","Nekemte","October","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.16","8.00","4.69","-"
"434","OROMIYA","Bedele","October","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","12.00","10.00","3.50","-"
"435","OROMIYA","Metu","October","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","10.00","3.62","-"
"436","OROMIYA","Jimma","October","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","12.00","3.86","-"
"437","OROMIYA","Agaro","October","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.59","-","-","4.38","10.32"
"438","OROMIYA","Ambo","October","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.11","-","9.92","3.76","15.45"
"439","OROMIYA","Weliso","October","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.92","-","12.97","4.38","17.91"
"440","OROMIYA","Ejere","October","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.02","-","11.52","4.67","17.34"
"441","OROMIYA","Fiche","October","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.75","-","10.99","5.25","16.04"
"442","OROMIYA","Ghimbi","September","2016","35.83291974","9.163103789",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","6.38","-"
"443","OROMIYA","Dembi- dolo ","September","2016","34.79748694","8.530219501",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","-","3.55","-"
"444","OROMIYA","Shambu","September","2016","37.09431432","9.569809208",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"5.79","5.80","5.80","5.57","-"
"445","OROMIYA","Nekemte","September","2016","36.54851971","9.09042469",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","9.13","8.93","5.06","-"
"446","OROMIYA","Bedele","September","2016","36.36017384","8.454821965",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.00","13.00","11.00","4.29","-"
"447","OROMIYA","Metu","September","2016","35.58726864","8.300606827",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","10.32","3.62","-"
"448","OROMIYA","Jimma","September","2016","36.84385226","7.672338798",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","3.92","-"
"449","OROMIYA","Agaro","September","2016","36.58627683","7.848002731",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.38","11.24"
"450","OROMIYA","Ambo","September","2016","37.8446066","8.976806527",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.90","-","8.80","3.63","14.67"
"451","OROMIYA","Weliso","September","2016","37.97073066","8.534178897",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.73","-","-","4.38","17.96"
"452","OROMIYA","Ejere","September","2016","39.262249","8.78288",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.22","-","9.98","4.67","15.81"
"453","OROMIYA","Fiche","September","2016","38.73344116","9.791083661",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.03","-","13.05","5.25","21.56"
"454","OROMIYA","Adama","April","2017","39.26941988","8.535362997","4.55","10.00","10.00","14.00","16.97","28.00","12.00","-","60.00","15.00","40.00",NA,NA,NA,NA,NA
"455","OROMIYA","Shashe- mene ","April","2017","38.608142","7.205388","4.61","10.00","8.00","7.25","24.00","28.00","15.00","-","-","15.00","-",NA,NA,NA,NA,NA
"456","OROMIYA","Diksise","April","2017","39.55824","8.059179","7.78","8.11","7.27","7.31","11.64","-","-","-","-","-","-",NA,NA,NA,NA,NA
"457","OROMIYA","Asella","April","2017","39.12972322","7.949589951","4.55","7.00","-","-","-","30.00","10.00","-","30.00","15.39","-",NA,NA,NA,NA,NA
"458","OROMIYA","Asebe- Teferi ","April","2017","40.86319806","9.072493603","6.37","13.00","-","11.00","-","27.93","-","-","40.00","-","-",NA,NA,NA,NA,NA
"459","OROMIYA","Bedessa","April","2017","40.77378712","8.902011546","7.00","12.49","-","7.00","-","30.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"460","OROMIYA","Haromaya","April","2017","42.01641123","9.379383214","5.69","14.00","-","10.00","-","26.13","-","-","-","-","-",NA,NA,NA,NA,NA
"461","OROMIYA","Boreda","April","2017","41.278686","9.331067","4.73","-","-","11.74","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"462","OROMIYA","Adaba","April","2017","39.3890878","7.004454253","5.07","8.64","6.78","-","9.96","31.16","-","10.00","-","-","-",NA,NA,NA,NA,NA
"463","OROMIYA","Robe","April","2017","39.631104","7.860619","6.09","9.35","8.27","-","14.33","30.00","-","-","-","-","-",NA,NA,NA,NA,NA
"464","OROMIYA","Hagere- Mariam ","April","2017","38.23373735","5.63380625","5.60","12.06","-","-","20.00","23.49","11.85","-","-","12.50","-",NA,NA,NA,NA,NA
"465","OROMIYA","Negele- Borena ","April","2017","39.577385","5.33699","5.00","10.46","9.65","8.27","13.18","28.00","-","-","-","-","-",NA,NA,NA,NA,NA
"466","OROMIYA","Nazareth","August","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"13.83","-",NA,NA,NA,"11.66","10.00","-","4.55","27.29"
"467","OROMIYA","Shashe-","August","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"11.00","10.50","10.00","4.53","19.00"
"468","OROMIYA","Diksise","August","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.45","8.57","8.48","6.26","-"
"469","OROMIYA","Asella","August","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"8.16","-","-","4.55","15.33"
"470","OROMIYA","Asebe- Teferi ","August","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.49","-","10.00","8.25","-"
"471","OROMIYA","Bedessa","August","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","8.12","-"
"472","OROMIYA","Alemaya","August","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","10.00","6.08","-"
"473","OROMIYA","Boreda","August","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","12.66","4.66","-"
"474","OROMIYA","Adaba","August","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"8.65","7.61","-","5.43","-"
"475","OROMIYA","Robe","August","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.37","7.52","-","5.83","-"
"476","OROMIYA","Hagere- Mariam ","August","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"12.00","-",NA,NA,NA,"10.32","-","-","5.25","10.03"
"477","OROMIYA","Negele- Borena ","August","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.09","8.29","7.11","5.00","-"
"478","OROMIYA","Nazareth","December","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"12.00","-",NA,NA,NA,"8.00","7.33","12.32","4.55","13.70"
"479","OROMIYA","Shashe-","December","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"9.65","7.32","7.00","4.38","19.12"
"480","OROMIYA","Diksise","December","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.13","6.70","7.31","6.70","-"
"481","OROMIYA","Asella","December","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"7.33","-","-","4.55","15.26"
"482","OROMIYA","Asebe- Teferi ","December","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.32","-","8.00","7.25","-"
"483","OROMIYA","Bedessa","December","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","6.65","8.80","-"
"484","OROMIYA","Alemaya","December","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","9.65","6.41","-"
"485","OROMIYA","Boreda","December","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","11.66","4.96","-"
"486","OROMIYA","Adaba","December","2016","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","11.00",NA,NA,NA,"7.54","6.08","-","5.34","-"
"487","OROMIYA","Robe","December","2016","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.93","6.83","-","6.07","-"
"488","OROMIYA","Hagere- Mariam ","December","2016","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.46","-",NA,NA,NA,"10.66","-","-","5.25","9.38"
"489","OROMIYA","Negele- Borena ","December","2016","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","7.36","6.91","5.00","-"
"490","OROMIYA","Nazareth","February","2017","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"13.33","-",NA,NA,NA,"8.00","7.00","12.97","4.55","14.00"
"491","OROMIYA","Shashe-","February","2017","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"8.50","8.00","7.50","4.69","19.64"
"492","OROMIYA","Diksise","February","2017","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.13","7.30","7.36","6.26","-"
"493","OROMIYA","Asella","February","2017","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"10.00","-",NA,NA,NA,"7.33","-","-","4.55","15.26"
"494","OROMIYA","Asebe- Teferi ","February","2017","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","8.00","-","-"
"495","OROMIYA","Bedessa","February","2017","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","6.00","4.77","-"
"496","OROMIYA","Alemaya","February","2017","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","10.00","5.79","-"
"497","OROMIYA","Boreda","February","2017","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.49","4.82","-"
"498","OROMIYA","Adaba","February","2017","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","10.83",NA,NA,NA,"8.66","6.68","-","5.21","-"
"499","OROMIYA","Robe","February","2017","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.17","6.35","-","6.07","-"
"500","OROMIYA","Hagere- Mariam ","February","2017","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.70","-",NA,NA,NA,"10.66","-","-","5.53","12.50"
"501","OROMIYA","Negele- Borena ","February","2017","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.17","8.29","6.91","4.38","-"
"502","OROMIYA","Nazareth","January","2017","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"12.66","-",NA,NA,NA,"8.00","7.16","13.00","4.55","13.57"
"503","OROMIYA","Shashe-","January","2017","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"8.00","7.00","6.50","4.53","18.89"
"504","OROMIYA","Diksise","January","2017","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.16","8.16","8.05","7.22","-"
"505","OROMIYA","Asella","January","2017","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"7.00","-","-","-","15.00"
"506","OROMIYA","Asebe- Teferi ","January","2017","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.32","-","11.00","7.51","-"
"507","OROMIYA","Bedessa","January","2017","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","6.49","6.59","-"
"508","OROMIYA","Alemaya","January","2017","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.66","-","10.49","5.46","-"
"509","OROMIYA","Boreda","January","2017","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","11.32","5.05","-"
"510","OROMIYA","Adaba","January","2017","39.3890878","7.004454253",NA,NA,NA,NA,NA,NA,"-","10.66",NA,NA,NA,"7.63","6.73","-","5.19","-"
"511","OROMIYA","Robe","January","2017","39.631104","7.860619",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.16","6.43","-","5.80","-"
"512","OROMIYA","Hagere- Mariam ","January","2017","38.23373735","5.63380625",NA,NA,NA,NA,NA,NA,"11.32","-",NA,NA,NA,"10.00","-","-","5.25","11.39"
"513","OROMIYA","Negele- Borena ","January","2017","39.577385","5.33699",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.05","8.15","6.85","5.00","-"
"514","OROMIYA","Nazareth","July","2016","39.26941988","8.535362997",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"11.32","10.00","-","4.55","28.58"
"515","OROMIYA","Shashe-","July","2016","38.608142","7.205388",NA,NA,NA,NA,NA,NA,"15.00","-",NA,NA,NA,"11.00","10.16","10.00","4.38","22.78"
"516","OROMIYA","Diksise","July","2016","39.55824","8.059179",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.33","6.64","6.64","6.26","-"
"517","OROMIYA","Asella","July","2016","39.12972322","7.949589951",NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"8.65","-","-","4.55","15.26"
"518","OROMIYA","Asebe- Teferi ","July","2016","40.86319806","9.072493603",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.30","-","-","7.40","-"
"519","OROMIYA","Bedessa","July","2016","40.77378712","8.902011546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","7.75","5.89","-"
"520","OROMIYA","Alemaya","July","2016","42.01641123","9.379383214",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","10.00","6.11","-"
"521","OROMIYA","Boreda","July","2016","41.278686","9.331067",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","12.32","4.56","-"
