"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley","01.1.1.2 UNMILLED CEREALS/GRAINS_Hulled Barley (Temez)"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA",NA
"237","GAMBELLA","Meti","April","2019","7.233333333","35.31666667","17.00","16.00","13.00","-","-","-","-","30.63",NA
"238","GAMBELLA","Gambella","August","2018","34.58547076","8.249396585","19.49","19.49","19.49","-","350.00","-","-","-",NA
"239","GAMBELLA","Shebo- kire ","August","2018",NA,NA,"18.75","-","18.00","-","-","42.43","36.47","-",NA
"240","GAMBELLA","Meti","August","2018","7.233333333","35.31666667","15.00","15.00","15.00","-","-","-","-","27.75",NA
"241","GAMBELLA","Gambella","December","2018","34.58547076","8.249396585","20.00","19.49","20.00","-","-","-","-","-",NA
"242","GAMBELLA","Shebo- kire ","December","2018",NA,NA,"18.75","18.00","18.49","-","-","43.99","-","-",NA
"243","GAMBELLA","Meti","December","2018","7.233333333","35.31666667","15.00","15.00","15.00","-","25.00","-","-","31.25",NA
"244","GAMBELLA","Gambella","February","2019","34.58547076","8.249396585","20.00","20.00","19.49","-","-","-","-","-",NA
"245","GAMBELLA","Shebo- kire ","February","2019",NA,NA,"19.49","18.49","18.00","-","-","42.43","37.42","-",NA
"246","GAMBELLA","Meti","February","2019","7.233333333","35.31666667","17.00","16.00","15.00","-","25.00","-","-","29.94",NA
"247","GAMBELLA","Gambella","January","2019","34.58547076","8.249396585","20.00","20.00","20.00","-","-","-","-","-",NA
"248","GAMBELLA","Shebo- kire ","January","2019",NA,NA,"19.75","18.75","18.49","-","-","43.99","-","-",NA
"249","GAMBELLA","Meti","January","2019","7.233333333","35.31666667","16.00","16.00","15.00","-","25.00","-","-","28.67",NA
"250","GAMBELLA","Gambella","July","2018","34.58547076","8.249396585","19.49","19.49","20.00","-","-","-","-","-",NA
"251","GAMBELLA","Shebo- kire ","July","2018",NA,NA,"19.49","-","18.49","-","-","44.50","-","-",NA
"252","GAMBELLA","Meti","July","2018","7.233333333","35.31666667","15.00","15.00","15.00","-","-","-","-","29.89",NA
"253","GAMBELLA","Gambella","March","2019","34.58547076","8.249396585","20.00","20.00","20.00","-","-","-","-","-",NA
"254","GAMBELLA","Shebo- kire ","March","2019",NA,NA,"19.49","18.25","18.49","-","-","42.43","-","-",NA
"255","GAMBELLA","Meti","March","2019","7.233333333","35.31666667","16.00","15.00","15.00","-","25.00","-","-","34.22",NA
"256","GAMBELLA","Gambella","May","2019","34.58547076","8.249396585","20.00","20.00","20.00","-","-","-","-","-",NA
"257","GAMBELLA","Shebo- kire ","May","2019",NA,NA,"20.00","-","18.49","-","-","42.43","42.43","-",NA
"258","GAMBELLA","Meti","May","2019","7.233333333","35.31666667","15.49","13.49","13.00","-","-","-","-","28.99",NA
"259","GAMBELLA","Gambella","November","2018","34.58547076","8.249396585","19.49","19.49","19.49","-","-","-","-","-",NA
"260","GAMBELLA","Shebo- kire ","November","2018",NA,NA,"20.49","18.25","18.49","-","-","-","38.99","-",NA
"261","GAMBELLA","Meti","November","2018","7.233333333","35.31666667","15.00","-","12.00","-","25.00","-","-","27.36",NA
"262","GAMBELLA","Gambella","October","2018","34.58547076","8.249396585","19.49","20.00","19.49","-","-","-","-","-",NA
"263","GAMBELLA","Shebo- kire ","October","2018",NA,NA,"20.49","18.75","19.49","-","-","-","-","-",NA
"264","GAMBELLA","Meti","October","2018","7.233333333","35.31666667","16.00","15.00","14.00","-","-","-","-","28.70",NA
"265","GAMBELLA","Gambella","September","2018","34.58547076","8.249396585","19.49","19.49","20.00","-","-","-","-","-",NA
"266","GAMBELLA","Shebo- kire ","September","2018",NA,NA,"19.25","-","18.49","-","-","38.99","35.00","-",NA
"267","GAMBELLA","Meti","September","2018","7.233333333","35.31666667","15.00","15.00","15.00","-","-","-","-","28.98",NA
"268","OROMIYA","Ghimbi","April","2019","35.83291974","9.163103789","16.00","15.00","13.00","-","-","-","-","-",NA
"269","OROMIYA","Dembi- dolo ","April","2019","34.79748694","8.530219501","20.00","16.00","-","-","-","-","-","-",NA
"270","OROMIYA","Shambu","April","2019","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"271","OROMIYA","Nekemte","April","2019","36.54851971","9.09042469","15.00","13.00","15.00","-","-","-","-","21.35",NA
"272","OROMIYA","Bedele","April","2019","36.36017384","8.454821965","18.00","14.49","14.00","-","-","-","-","17.70",NA
"273","OROMIYA","Metu","April","2019","35.58726864","8.300606827","15.00","15.00","15.00","-","-","-","-","-",NA
"274","OROMIYA","Jimma","April","2019","36.84385226","7.672338798","17.00","-","16.00","-","-","-","-","13.96",NA
"275","OROMIYA","Agaro","April","2019","36.58627683","7.848002731","16.47","-","-","-","-","-","-","20.64",NA
"276","OROMIYA","Ambo","April","2019","37.8446066","8.976806527","12.65","11.43","14.83","-","18.04","-","-","25.34",NA
"277","OROMIYA","Weliso","April","2019","37.97073066","8.534178897","13.74","-","14.82","-","20.49","-","-","27.72",NA
"278","OROMIYA","Ejere","April","2019","39.262249","8.78288","14.60","12.22","18.86","-","19.77","-","-","-",NA
"279","OROMIYA","Fiche","April","2019","38.73344116","9.791083661","16.14","12.94","16.32","-","24.26","-","-","17.75",NA
"280","OROMIYA","Ghimbi","August","2018","35.83291974","9.163103789","15.00","13.00","13.00","-","-","-","-","-",NA
"281","OROMIYA","Dembi- dolo ","August","2018","34.79748694","8.530219501","18.00","15.00","-","-","-","-","-","-",NA
"282","OROMIYA","Shambu","August","2018","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"283","OROMIYA","Nekemte","August","2018","36.54851971","9.09042469","15.00","13.00","15.00","-","-","-","-","19.35",NA
"284","OROMIYA","Bedele","August","2018","36.36017384","8.454821965","19.00","16.49","14.49","-","-","-","-","30.77",NA
"285","OROMIYA","Metu","August","2018","35.58726864","8.300606827","17.49","15.49","14.49","-","-","-","-","-",NA
"286","OROMIYA","Jimma","August","2018","36.84385226","7.672338798","18.49","-","16.00","-","-","-","-","15.00",NA
"287","OROMIYA","Agaro","August","2018","36.58627683","7.848002731","14.41","-","14.41","-","-","-","-","17.06",NA
"288","OROMIYA","Ambo","August","2018","37.8446066","8.976806527","12.31","13.69","14.10","-","17.24","-","-","-",NA
"289","OROMIYA","Weliso","August","2018","37.97073066","8.534178897","13.45","13.45","15.13","-","21.31","-","-","24.10",NA
"290","OROMIYA","Ejere","August","2018","39.262249","8.78288","16.00","-","-","-","23.48","-","-","-",NA
"291","OROMIYA","Fiche","August","2018","38.73344116","9.791083661","14.16","11.90","14.04","-","25.45","-","-","16.76",NA
"292","OROMIYA","Ghimbi","December","2018","35.83291974","9.163103789","15.49","-","13.00","-","-","-","-","-",NA
"293","OROMIYA","Dembi- dolo ","December","2018","34.79748694","8.530219501","18.00","15.00","-","-","-","-","-","-",NA
"294","OROMIYA","Shambu","December","2018","37.09431432","9.569809208","10.00","9.00","-","-","-","-","-","-",NA
"295","OROMIYA","Nekemte","December","2018","36.54851971","9.09042469","16.97","13.00","15.00","-","-","-","-","19.70",NA
"296","OROMIYA","Bedele","December","2018","36.36017384","8.454821965","18.00","14.49","13.49","-","-","-","-","18.02",NA
"297","OROMIYA","Metu","December","2018","35.58726864","8.300606827","16.00","14.00","15.00","-","-","-","24.00","-",NA
"298","OROMIYA","Jimma","December","2018","36.84385226","7.672338798","16.49","-","16.00","-","-","-","-","13.96",NA
"299","OROMIYA","Agaro","December","2018","36.58627683","7.848002731","14.12","-","-","-","-","-","-","19.59",NA
"300","OROMIYA","Ambo","December","2018","37.8446066","8.976806527","15.23","13.31","15.09","-","-","-","-","-",NA
"301","OROMIYA","Weliso","December","2018","37.97073066","8.534178897","11.07","11.18","14.97","-","-","-","-","31.46",NA
"302","OROMIYA","Ejere","December","2018","39.262249","8.78288","16.52","-","-","-","27.75","-","-","-",NA
"303","OROMIYA","Fiche","December","2018","38.73344116","9.791083661","13.95","11.63","13.65","-","20.63","-","-","17.44",NA
"304","OROMIYA","Ghimbi","February","2019","35.83291974","9.163103789","16.00","14.00","13.00","-","-","-","-","-",NA
"305","OROMIYA","Dembi- dolo ","February","2019","34.79748694","8.530219501","20.00","16.00","-","-","-","-","-","-",NA
"306","OROMIYA","Shambu","February","2019","37.09431432","9.569809208","10.00","10.00","-","-","-","-","-","-",NA
"307","OROMIYA","Nekemte","February","2019","36.54851971","9.09042469","16.00","13.00","15.00","-","-","-","-","19.61",NA
"308","OROMIYA","Bedele","February","2019","36.36017384","8.454821965","16.49","14.49","10.49","-","-","-","-","33.33",NA
"309","OROMIYA","Metu","February","2019","35.58726864","8.300606827","17.00","15.00","16.00","-","-","-","24.00","-",NA
"310","OROMIYA","Jimma","February","2019","36.84385226","7.672338798","17.49","-","16.49","-","-","-","-","14.30",NA
"311","OROMIYA","Agaro","February","2019","36.58627683","7.848002731","14.71","-","14.71","-","-","-","-","17.41",NA
"312","OROMIYA","Ambo","February","2019","37.8446066","8.976806527","10.98","12.19","13.44","-","19.35","-","-","-",NA
"313","OROMIYA","Weliso","February","2019","37.97073066","8.534178897","13.45","13.60","14.02","-","21.31","-","-","28.29",NA
"314","OROMIYA","Ejere","February","2019","39.262249","8.78288","12.81","-","13.47","-","20.38","-","-","-",NA
"315","OROMIYA","Fiche","February","2019","38.73344116","9.791083661","13.23","12.06","13.82","-","18.55","-","-","17.34",NA
"316","OROMIYA","Ghimbi","January","2019","35.83291974","9.163103789","16.00","14.00","13.00","-","-","-","-","-",NA
"317","OROMIYA","Dembi- dolo ","January","2019","34.79748694","8.530219501","18.00","15.49","-","-","-","-","-","-",NA
"318","OROMIYA","Shambu","January","2019","37.09431432","9.569809208","11.00","10.00","17.00","-","-","-","-","-",NA
"319","OROMIYA","Nekemte","January","2019","36.54851971","9.09042469","18.00","13.00","18.00","-","-","-","-","19.90",NA
"320","OROMIYA","Bedele","January","2019","36.36017384","8.454821965","17.75","15.00","13.49","-","-","-","-","17.70",NA
"321","OROMIYA","Metu","January","2019","35.58726864","8.300606827","17.00","-","15.49","-","-","-","23.49","-",NA
"322","OROMIYA","Jimma","January","2019","36.84385226","7.672338798","17.49","-","16.00","-","-","-","-","13.96",NA
"323","OROMIYA","Agaro","January","2019","36.58627683","7.848002731","14.41","-","-","-","-","-","-","21.45",NA
"324","OROMIYA","Ambo","January","2019","37.8446066","8.976806527","13.44","13.43","15.53","-","-","-","-","-",NA
"325","OROMIYA","Weliso","January","2019","37.97073066","8.534178897","12.93","14.10","15.13","-","-","-","-","27.18",NA
"326","OROMIYA","Ejere","January","2019","39.262249","8.78288","14.39","-","-","-","21.70","-","-","-",NA
"327","OROMIYA","Fiche","January","2019","38.73344116","9.791083661","14.39","11.74","14.34","-","19.46","-","-","17.45",NA
"328","OROMIYA","Ghimbi","July","2018","35.83291974","9.163103789","16.00","-","13.00","-","-","-","-","-",NA
"329","OROMIYA","Dembi- dolo ","July","2018","34.79748694","8.530219501","18.00","16.00","-","-","-","-","-","-",NA
"330","OROMIYA","Shambu","July","2018","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"331","OROMIYA","Nekemte","July","2018","36.54851971","9.09042469","15.00","13.00","15.00","-","-","-","-","19.78",NA
"332","OROMIYA","Bedele","July","2018","36.36017384","8.454821965","17.75","15.25","13.49","-","-","-","-","33.33",NA
"333","OROMIYA","Metu","July","2018","35.58726864","8.300606827","18.00","14.49","14.00","-","-","-","-","-",NA
"334","OROMIYA","Jimma","July","2018","36.84385226","7.672338798","18.00","-","16.00","-","-","-","-","15.00",NA
"335","OROMIYA","Agaro","July","2018","36.58627683","7.848002731","14.71","-","14.71","-","-","-","-","19.42",NA
"336","OROMIYA","Ambo","July","2018","37.8446066","8.976806527","13.69","13.69","15.39","-","13.80","-","-","-",NA
"337","OROMIYA","Weliso","July","2018","37.97073066","8.534178897","13.45","13.46","15.29","-","22.58","-","-","27.72",NA
"338","OROMIYA","Ejere","July","2018","39.262249","8.78288","16.00","-","-","-","18.68","-","-","-",NA
"339","OROMIYA","Fiche","July","2018","38.73344116","9.791083661","14.49","11.88","14.02","-","31.67","-","-","16.74",NA
"340","OROMIYA","Ghimbi","March","2019","35.83291974","9.163103789","16.00","14.00","13.00","-","-","-","-","-",NA
"341","OROMIYA","Dembi- dolo ","March","2019","34.79748694","8.530219501","17.00","16.00","-","-","-","-","-","-",NA
"342","OROMIYA","Shambu","March","2019","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"343","OROMIYA","Nekemte","March","2019","36.54851971","9.09042469","15.00","14.00","15.00","-","-","-","-","23.50",NA
"344","OROMIYA","Bedele","March","2019","36.36017384","8.454821965","17.00","14.00","14.00","-","-","-","-","32.79",NA
"345","OROMIYA","Metu","March","2019","35.58726864","8.300606827","15.00","15.00","15.00","-","-","15.00","-","-",NA
"346","OROMIYA","Jimma","March","2019","36.84385226","7.672338798","16.49","-","16.00","-","-","-","-","14.29",NA
"347","OROMIYA","Agaro","March","2019","36.58627683","7.848002731","14.99","-","14.12","-","-","-","-","19.42",NA
"348","OROMIYA","Ambo","March","2019","37.8446066","8.976806527","12.00","12.36","15.02","-","14.88","-","-","28.54",NA
"349","OROMIYA","Weliso","March","2019","37.97073066","8.534178897","13.19","13.32","15.13","-","22.02","-","-","32.94",NA
"350","OROMIYA","Ejere","March","2019","39.262249","8.78288","14.61","-","11.69","-","19.67","-","-","-",NA
"351","OROMIYA","Fiche","March","2019","38.73344116","9.791083661","12.84","11.39","12.89","-","20.24","-","-","17.51",NA
"352","OROMIYA","Ghimbi","May","2019","35.83291974","9.163103789","16.00","-","13.00","-","-","-","-","-",NA
"353","OROMIYA","Dembi- dolo ","May","2019","34.79748694","8.530219501","20.00","16.00","-","-","-","-","-","-",NA
"354","OROMIYA","Shambu","May","2019","37.09431432","9.569809208","10.49","10.00","-","-","-","-","-","-",NA
"355","OROMIYA","Nekemte","May","2019","36.54851971","9.09042469","16.00","14.00","16.00","-","-","-","-","20.20",NA
"356","OROMIYA","Bedele","May","2019","36.36017384","8.454821965","17.00","14.00","15.00","-","-","-","-","33.33",NA
"357","OROMIYA","Metu","May","2019","35.58726864","8.300606827","18.00","16.00","15.00","-","-","-","-","-",NA
"358","OROMIYA","Jimma","May","2019","36.84385226","7.672338798","18.00","-","16.00","-","-","-","-","14.64",NA
"359","OROMIYA","Agaro","May","2019","36.58627683","7.848002731","18.23","-","-","-","-","-","-","19.71",NA
"360","OROMIYA","Ambo","May","2019","37.8446066","8.976806527","12.32","13.19","14.68","14.05","17.80","-","-","24.71",NA
"361","OROMIYA","Weliso","May","2019","37.97073066","8.534178897","16.16","13.74","16.85","-","13.86","-","-","33.76",NA
"362","OROMIYA","Ejere","May","2019","39.262249","8.78288","17.31","13.06","15.24","-","20.61","-","-","-",NA
"363","OROMIYA","Fiche","May","2019","38.73344116","9.791083661","14.57","12.78","14.22","-","25.58","-","-","17.54",NA
"364","OROMIYA","Ghimbi","November","2018","35.83291974","9.163103789","15.49","-","13.00","-","-","-","-","-",NA
"365","OROMIYA","Dembi- dolo ","November","2018","34.79748694","8.530219501","18.00","16.00","-","-","-","-","-","-",NA
"366","OROMIYA","Shambu","November","2018","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"367","OROMIYA","Nekemte","November","2018","36.54851971","9.09042469","15.00","13.25","15.00","-","-","-","-","19.60",NA
"368","OROMIYA","Bedele","November","2018","36.36017384","8.454821965","18.75","15.00","13.00","-","-","-","-","28.57",NA
"369","OROMIYA","Metu","November","2018","35.58726864","8.300606827","15.00","14.00","14.49","-","-","-","24.49","-",NA
"370","OROMIYA","Jimma","November","2018","36.84385226","7.672338798","17.00","-","16.00","-","-","-","-","-",NA
"371","OROMIYA","Agaro","November","2018","36.58627683","7.848002731","17.65","-","17.65","-","-","-","-","21.38",NA
"372","OROMIYA","Ambo","November","2018","37.8446066","8.976806527","15.09","15.23","15.38","-","17.09","-","-","-",NA
"373","OROMIYA","Weliso","November","2018","37.97073066","8.534178897","14.48","14.48","13.35","-","-","-","-","35.47",NA
"374","OROMIYA","Ejere","November","2018","39.262249","8.78288","16.09","-","-","-","25.42","-","-","-",NA
"375","OROMIYA","Fiche","November","2018","38.73344116","9.791083661","15.55","12.62","15.35","-","19.43","-","-","17.74",NA
"376","OROMIYA","Ghimbi","October","2018","35.83291974","9.163103789","16.00","-","13.00","-","-","-","-","-",NA
"377","OROMIYA","Dembi- dolo ","October","2018","34.79748694","8.530219501","18.00","15.00","-","-","-","-","-","-",NA
"378","OROMIYA","Shambu","October","2018","37.09431432","9.569809208","11.00","10.50","-","-","-","-","-","-",NA
"379","OROMIYA","Nekemte","October","2018","36.54851971","9.09042469","17.00","13.00","16.00","-","-","-","-","19.46",NA
"380","OROMIYA","Bedele","October","2018","36.36017384","8.454821965","19.00","15.00","13.00","-","-","-","-","28.17",NA
"381","OROMIYA","Metu","October","2018","35.58726864","8.300606827","13.49","15.00","14.49","-","-","-","23.00","-",NA
"382","OROMIYA","Jimma","October","2018","36.84385226","7.672338798","17.49","-","16.00","-","-","-","-","13.34",NA
"383","OROMIYA","Agaro","October","2018","36.58627683","7.848002731","15.00","-","-","-","-","-","-","20.57",NA
"384","OROMIYA","Ambo","October","2018","37.8446066","8.976806527","15.39","13.69","14.95","-","20.01","-","-","-",NA
"385","OROMIYA","Weliso","October","2018","37.97073066","8.534178897","16.16","16.00","17.02","-","-","-","-","34.15",NA
"386","OROMIYA","Ejere","October","2018","39.262249","8.78288","15.69","-","-","-","23.98","-","-","-",NA
"387","OROMIYA","Fiche","October","2018","38.73344116","9.791083661","14.49","12.18","14.30","-","18.36","-","-","17.62",NA
"388","OROMIYA","Ghimbi","September","2018","35.83291974","9.163103789","15.00","-","13.00","-","-","-","-","-",NA
"389","OROMIYA","Dembi- dolo ","September","2018","34.79748694","8.530219501","18.00","16.00","-","-","-","-","-","-",NA
"390","OROMIYA","Shambu","September","2018","37.09431432","9.569809208","11.00","10.00","-","-","-","-","-","-",NA
"391","OROMIYA","Nekemte","September","2018","36.54851971","9.09042469","15.00","13.49","15.00","-","-","-","-","19.42",NA
"392","OROMIYA","Bedele","September","2018","36.36017384","8.454821965","19.49","16.49","15.00","-","-","-","-","33.33",NA
"393","OROMIYA","Metu","September","2018","35.58726864","8.300606827","18.00","16.00","15.00","-","-","-","-","-",NA
"394","OROMIYA","Jimma","September","2018","36.84385226","7.672338798","17.00","-","17.00","-","-","-","-","15.00",NA
"395","OROMIYA","Agaro","September","2018","36.58627683","7.848002731","14.71","-","14.41","-","-","-","-","19.70",NA
"396","OROMIYA","Ambo","September","2018","37.8446066","8.976806527","15.53","15.39","17.93","-","17.70","-","-","22.47",NA
"397","OROMIYA","Weliso","September","2018","37.97073066","8.534178897","13.19","13.45","16.50","-","-","-","-","22.99",NA
"398","OROMIYA","Ejere","September","2018","39.262249","8.78288","16.57","-","-","-","25.53","-","-","-",NA
"399","OROMIYA","Fiche","September","2018","38.73344116","9.791083661","14.58","11.93","14.10","-","21.66","-","-","17.48",NA
"400","OROMIYA","Adama","April","2019","39.26941988","8.535362997","17.75","16.00","16.00","17.49","15.49","25.50","-","30.98",NA
"401","OROMIYA","Shashe- mene ","April","2019","38.608142","7.205388","14.00","15.00","15.00","17.00","-","-","-","26.91",NA
"402","OROMIYA","Diksise","April","2019","39.55824","8.059179","-","11.59","-","16.22","-","-","-","-",NA
"403","OROMIYA","Asella","April","2019","39.12972322","7.949589951","17.00","13.00","13.00","17.00","-","-","-","28.57",NA
"404","OROMIYA","Asebe- Teferi ","April","2019","40.86319806","9.072493603","18.00","14.49","15.00","18.00","-","-","-","40.00",NA
"405","OROMIYA","Bedessa","April","2019","40.77378712","8.902011546","18.00","-","-","-","-","-","-","-",NA
"406","OROMIYA","Haromaya","April","2019","42.01641123","9.379383214","20.00","-","-","20.00","-","-","-","-",NA
"407","OROMIYA","Boreda","April","2019","41.278686","9.331067","18.00","-","-","-","-","-","-","-",NA
"408","OROMIYA","Adaba","April","2019","39.3890878","7.004454253","14.08","11.51","12.02","13.13","-","-","-","-",NA
"409","OROMIYA","Robe","April","2019","39.631104","7.860619","15.35","12.49","-","15.69","-","-","-","-",NA
"410","OROMIYA","Hagere- Mariam ","April","2019","38.23373735","5.63380625","16.00","-","13.49","-","-","-","-","16.67",NA
"411","OROMIYA","Negele- Borena ","April","2019","39.577385","5.33699","14.00","-","-","-","-","37.42","35.00","-",NA
"412","OROMIYA","Adama","August","2018","39.26941988","8.535362997","16.49","13.00","13.00","17.00","13.49","25.00","-","25.50",NA
"413","OROMIYA","Shashe- mene ","August","2018","38.608142","7.205388","14.00","14.00","15.00","16.49","-","-","-","26.97",NA
"414","OROMIYA","Diksise","August","2018","39.55824","8.059179","10.29","9.28","9.28","11.59","-","-","-","-",NA
"415","OROMIYA","Asella","August","2018","39.12972322","7.949589951","14.49","12.00","12.49","14.25","-","-","-","26.32",NA
"416","OROMIYA","Asebe- Teferi ","August","2018","40.86319806","9.072493603","17.49","-","15.00","20.00","-","-","-","39.22",NA
"417","OROMIYA","Bedessa","August","2018","40.77378712","8.902011546","16.49","-","-","-","-","-","-","-",NA
"418","OROMIYA","Haromaya","August","2018","42.01641123","9.379383214","18.00","-","-","20.00","-","-","-","-",NA
"419","OROMIYA","Boreda","August","2018","41.278686","9.331067","17.00","-","-","-","-","-","-","-",NA
"420","OROMIYA","Adaba","August","2018","39.3890878","7.004454253","11.25","9.64","-","-","-","-","-","-",NA
"421","OROMIYA","Robe","August","2018","39.631104","7.860619","16.81","12.46","-","16.21","-","-","-","-",NA
"422","OROMIYA","Hagere- Mariam ","August","2018","38.23373735","5.63380625","13.49","-","11.00","18.00","-","-","-","16.67",NA
"423","OROMIYA","Negele- Borena ","August","2018","39.577385","5.33699","12.00","12.00","-","13.00","-","35.00","30.00","-",NA
"424","OROMIYA","Adama","December","2018","39.26941988","8.535362997","15.49","13.00","13.00","16.49","12.49","24.49","-","28.98",NA
"425","OROMIYA","Shashe- mene ","December","2018","38.608142","7.205388","11.49","10.00","16.00","16.00","-","-","-","32.26",NA
"426","OROMIYA","Diksise","December","2018","39.55824","8.059179","-","10.26","-","-","-","-","-","-",NA
"427","OROMIYA","Asella","December","2018","39.12972322","7.949589951","15.00","12.49","12.49","14.75","-","-","-","21.33",NA
"428","OROMIYA","Asebe- Teferi ","December","2018","40.86319806","9.072493603","17.49","-","15.00","18.00","-","-","-","38.32",NA
"429","OROMIYA","Bedessa","December","2018","40.77378712","8.902011546","17.49","-","-","-","-","-","-","-",NA
"430","OROMIYA","Haromaya","December","2018","42.01641123","9.379383214","19.49","-","-","20.00","-","-","-","-",NA
"431","OROMIYA","Boreda","December","2018","41.278686","9.331067","18.00","-","-","-","-","-","-","-",NA
"432","OROMIYA","Adaba","December","2018","39.3890878","7.004454253","14.27","10.26","10.64","14.05","-","-","-","-",NA
"433","OROMIYA","Robe","December","2018","39.631104","7.860619","16.81","9.39","-","16.21","-","-","-","-",NA
"434","OROMIYA","Hagere- Mariam ","December","2018","38.23373735","5.63380625","16.00","-","13.49","18.00","-","-","-","15.81",NA
"435","OROMIYA","Negele- Borena ","December","2018","39.577385","5.33699","13.00","12.00","-","-","-","-","-","-",NA
"436","OROMIYA","Adama","February","2019","39.26941988","8.535362997","15.49","13.49","14.00","16.49","12.49","23.49","-","28.98",NA
"437","OROMIYA","Shashe- mene ","February","2019","38.608142","7.205388","14.00","15.00","15.00","18.00","-","-","-","28.31",NA
"438","OROMIYA","Diksise","February","2019","39.55824","8.059179","-","11.11","-","-","-","-","-","-",NA
"439","OROMIYA","Asella","February","2019","39.12972322","7.949589951","15.00","13.00","13.00","15.00","-","-","-","28.57",NA
"440","OROMIYA","Asebe- Teferi ","February","2019","40.86319806","9.072493603","17.49","14.49","15.00","18.00","-","-","-","39.06",NA
"441","OROMIYA","Bedessa","February","2019","40.77378712","8.902011546","16.97","-","-","-","-","-","-","-",NA
"442","OROMIYA","Haromaya","February","2019","42.01641123","9.379383214","20.00","-","-","20.00","-","-","-","-",NA
"443","OROMIYA","Boreda","February","2019","41.278686","9.331067","17.49","-","-","-","-","-","-","-",NA
"444","OROMIYA","Adaba","February","2019","39.3890878","7.004454253","14.01","10.60","10.68","13.97","-","-","-","-",NA
"445","OROMIYA","Robe","February","2019","39.631104","7.860619","16.53","14.92","-","15.57","-","-","-","-",NA
"446","OROMIYA","Hagere- Mariam ","February","2019","38.23373735","5.63380625","17.00","-","13.00","-","-","-","-","16.67",NA
"447","OROMIYA","Negele- Borena ","February","2019","39.577385","5.33699","12.00","12.00","12.00","-","-","40.00","35.00","-",NA
"448","OROMIYA","Adama","January","2019","39.26941988","8.535362997","15.49","14.00","14.00","15.00","-","23.49","-","30.98",NA
"449","OROMIYA","Shashe- mene ","January","2019","38.608142","7.205388","14.00","15.00","15.00","16.49","-","-","-","27.78",NA
"450","OROMIYA","Diksise","January","2019","39.55824","8.059179","-","9.48","-","-","-","-","-","-",NA
"451","OROMIYA","Asella","January","2019","39.12972322","7.949589951","15.00","14.00","14.00","15.00","-","-","-","22.86",NA
"452","OROMIYA","Asebe- Teferi ","January","2019","40.86319806","9.072493603","17.49","16.00","15.00","18.00","-","-","-","46.79",NA
"453","OROMIYA","Bedessa","January","2019","40.77378712","8.902011546","18.00","-","-","-","-","-","-","-",NA
"454","OROMIYA","Haromaya","January","2019","42.01641123","9.379383214","19.49","-","-","20.00","-","-","-","-",NA
"455","OROMIYA","Boreda","January","2019","41.278686","9.331067","17.49","-","-","-","-","-","-","-",NA
"456","OROMIYA","Adaba","January","2019","39.3890878","7.004454253","14.30","10.31","10.73","14.05","-","-","-","-",NA
"457","OROMIYA","Robe","January","2019","39.631104","7.860619","16.81","9.01","-","15.93","-","-","-","-",NA
"458","OROMIYA","Hagere- Mariam ","January","2019","38.23373735","5.63380625","17.49","-","12.49","20.00","-","-","-","22.22",NA
"459","OROMIYA","Negele- Borena ","January","2019","39.577385","5.33699","13.00","12.00","12.00","-","-","40.00","35.00","-",NA
"460","OROMIYA","Adama","July","2018","39.26941988","8.535362997","16.49","12.96","13.00","16.49","13.49","25.98","-","25.50",NA
"461","OROMIYA","Shashe- mene ","July","2018","38.608142","7.205388","13.49","14.00","15.49","16.00","-","-","-","33.71",NA
"462","OROMIYA","Diksise","July","2018","39.55824","8.059179","14.85","11.59","11.59","12.67","-","-","-","-",NA
"463","OROMIYA","Asella","July","2018","39.12972322","7.949589951","14.00","12.00","12.00","14.00","-","-","-","28.57",NA
"464","OROMIYA","Asebe- Teferi ","July","2018","40.86319806","9.072493603","17.49","12.49","15.00","18.00","-","-","-","39.07",NA
"465","OROMIYA","Bedessa","July","2018","40.77378712","8.902011546","16.49","-","-","-","-","-","-","-",NA
"466","OROMIYA","Haromaya","July","2018","42.01641123","9.379383214","18.00","-","-","-","-","-","-","-",NA
"467","OROMIYA","Boreda","July","2018","41.278686","9.331067","16.49","-","-","-","22.00","-","-","-",NA
